method,PCK per point 0.05,PCK per point 0.1,PCK per point 0.2,PCK per image 0.05,PCK per image 0.1,PCK per image 0.2
SAM ViT-B/16 Zero Shot,14.878695,23.080068,36.140392,13.120986,20.751403,33.4204
